DATABASE_ID,NAME,SMILES,logP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methy,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophen,fr_unbrch_alkane,fr_urea,MW,MR,HBA,HBD,RotBonds,AromRings,AliphRings,PSA,C,Cl,F,Br,I
ENV306,"ETHANOL, 2,2,2-TRIBROMO-",OCC(Br)(Br)Br,2.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.757,36.59780000000001,1,1,0,0,0,20.23,2,0,0,3,0
ENV6871,p-Toluic acid 1-methylhydrazide,Cc1ccc(C(=O)N(C)N)cc1,1.36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.20799999999994,47.45990000000002,2,1,1,1,0,46.33,9,0,0,0,0
ENV1034,BIS (2-HYDROXY-3TERT-BUTYL-5-METHYLPHENYL) METHA,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,6.25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.50700000000006,105.89360000000006,2,2,2,2,0,40.46,23,0,0,0,0
ENV5269,1-(4-I-PRPHENYL)-3-MEO-3-ME UREA,CON(C)C(=O)Nc1ccc(C(C)C)cc1,2.95,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,222.288,64.32170000000004,2,1,3,1,0,41.57,12,0,0,0,0
ENV1738,GYCYLGLYCINE,NCC(=O)NCC(=O)O,-2.92,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.11899999999997,29.6999,3,3,3,0,0,92.42,4,0,0,0,0
ENV68,"DIBENZ(A,H)ANTHRACENE",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.354,96.46600000000004,0,0,0,5,0,0.0,22,0,0,0,0
ENV2357,"BENZENEPROPANAMIDE, N-METHYL-",CNC(=O)CCc1ccccc1,1.17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.22,48.82970000000003,1,1,3,1,0,29.1,10,0,0,0,0
ENV1764,"2,3-DICHLOROPHENOL",Oc1cccc(Cl)c1Cl,2.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.003,38.12680000000001,1,1,0,1,0,20.23,6,2,0,0,0
ENV9180,"Benzamide, 4-[(diethylamino)methyl]-N-phenyl-",CCN(CC)Cc1ccc(C(=O)Nc2ccccc2)cc1,3.49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.387,87.46220000000005,2,1,6,2,0,32.34,18,0,0,0,0
ENV9330,2-(4-Chlorophenyl)-2-(1-pyrrolyl)acetic acid,O=C(O)C(c1ccc(Cl)cc1)n1cccc1,2.3,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.67,61.65880000000003,2,1,3,2,0,42.23,12,1,0,0,0
ENV1422,1-ISOPROPYLTHIO-B-GALACTOPYRANSIDE,CC(C)S[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-1.26,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,238.305,56.49420000000004,6,4,3,0,1,90.15,9,0,0,0,0
ENV11662,"NAPHTHALENE-1,3-DIOL",Oc1cc(O)c2ccccc2c1,1.97,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.17199999999997,47.27760000000002,2,2,0,2,0,40.46,10,0,0,0,0
ENV4789,"PYRIMIDINE,2-(3ME-5MEO-1PYRAZOL)4MEO",COc1ccnc(-n2nc(C)cc2OC)n1,1.01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.232,56.995000000000026,6,0,3,2,0,62.06,10,0,0,0,0
ENV6627,"HYDRAZINECARBOXIMIDAMIDE, 2-[1-(2-THIENYL)ETHYLI",CC(=NN=C(N)N)c1cccs1,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,182.25200000000004,52.33980000000001,3,2,2,1,0,76.75999999999999,7,0,0,0,0
ENV8385,"L-PROLINAMIDE, 5-OXO-L-PROLYL-1-[(CYCLOHEXYLOXY)",NC(=O)C1CCCN1C(=O)C(Cc1cn(C(=O)OC2CCCCC2)cn1)NC(=O)C1CCC(=O)N1,0.6,0,0,0,0,0,2,0,0,0,5,5,0,0,0,3,2,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,488.5450000000004,121.70780000000003,8,3,7,1,3,165.71999999999997,23,0,0,0,0
ENV11114,"BENZOTRIAZOLE,1-(4-O-CHLOROPHENYLPIPERAZIN-1YL)E",Clc1ccccc1N1CCN(CCn2nnc3ccccc32)CC1,3.35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,341.846,97.63300000000004,5,0,4,3,1,37.19,18,1,0,0,0
ENV2082,OCTANEDINITRILE,N#CCCCCCCC#N,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,136.198,38.928,2,0,5,0,0,47.58,8,0,0,0,0
ENV4148,"2-PYRIDINAMINE, 1-OXIDE",Nc1cccc[n+]1[O-],-0.87,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110.116,29.8144,2,1,0,1,0,52.96,5,0,0,0,0
ENV396,WARFARIN,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.7,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.333,87.73180000000002,4,1,4,3,0,67.50999999999999,19,0,0,0,0
ENV1784,3-AMINOQUINOLINE,Nc1cnc2ccccc2c1,1.63,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144.17699999999996,46.155400000000014,2,1,0,2,0,38.91,9,0,0,0,0
ENV11550,PHENYL HYDRAZINE,NNc1ccccc1,1.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.14399999999998,34.25210000000001,2,2,1,1,0,38.05,6,0,0,0,0
ENV4975,4-CL-3-CF3-C6H3NHN=C(CN)COOET,CCOC(=O)C(C#N)=NNc1ccc(Cl)c(C(F)(F)F)c1,4.86,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.67000000000013,69.75770000000001,5,1,4,1,0,74.48,12,1,3,0,0
ENV6628,"PIPERIDINE, 1-(3,3,5-TRIMETHYL-1-PHENYLCYCLOHEXY",CC1CC(C)(C)CC(c2ccccc2)(N2CCCCC2)C1,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.475,90.34000000000006,1,0,2,1,2,3.24,20,0,0,0,0
ENV4706,"1H-IMIDAZOLE-1-ACETAMIDE, 2-NITRO-N-(PHENYLMETHY",O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0.91,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.253,67.17010000000003,5,1,5,2,0,90.06,12,0,0,0,0
ENV3872,N-METHYL-3-ETHOXYPHENYLCARBAMATE,CCOc1cccc(OC(=O)NC)c1,1.75,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.218,52.694700000000026,3,1,3,1,0,47.56,10,0,0,0,0
ENV8016,"1H-BENZOTRIAZOLE-1-ACETIC ACID, ?-ETHYL-, ETHYL",CCOC(=O)C(CC)n1nnc2ccccc21,2.34,0,0,0,0,0,3,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.271,63.48900000000003,5,0,4,2,0,57.010000000000005,12,0,0,0,0
ENV6630,"1H-BENZIMIDAZOL-2-AMINE, 6-[(HYDROXYIMINO)PHENYL",CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=N/O)c3ccccc3)cc21,3.1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.42300000000006,97.4667,7,2,4,3,0,110.57,17,0,0,0,0
ENV7942,"1-(2-BROMO),2-DIBENZOYL-1-TERT-BUTYLHYDRAZINE",CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Br,2.69,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.266,93.97270000000005,2,1,2,2,0,49.41,18,0,0,1,0
ENV6240,M-NITROPHENYL AZOXYCYANIDE,N#C/N=[N+](\[O-])c1cccc([N+](=O)[O-])c1,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.134,44.424800000000005,5,0,2,1,0,105.36,7,0,0,0,0
ENV1777,N-Benzoyl-N-phenylhydrazine,NN(C(=O)c1ccccc1)c1ccccc1,2.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.252,63.88090000000003,2,1,2,2,0,46.33,13,0,0,0,0
DB01061,Azlocillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.2,1,0,0,0,0,0,0,0,1,5,4,0,0,0,2,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,461.50000000000017,113.4779,6,4,5,1,3,148.15,20,0,0,0,0
ENV3014,"PHOSPHOROTHIOIC ACID, O,O-DIETHYL S-[(ETHYLSULFO",CCOP(=O)(OCC)SCS(=O)(=O)CC,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,276.31600000000003,62.77730000000005,6,0,8,0,0,69.67,7,0,0,0,0
ENV12801,"PROPANEDIOIC ACID, 1,3-DITHIOLAN-2-YLIDENE-, BIS",CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1=O,1.6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306.40500000000003,74.94940000000004,6,0,4,0,1,69.67,12,0,0,0,0
ENV3784,4-PHENYL-N-NITROSOPIPERIDINE,O=NN1CCC(c2ccccc2)CC1,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.24600000000004,55.78500000000004,2,0,2,1,1,32.67,11,0,0,0,0
ENV7408,BAZINAPRINE,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,1.89,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.37299999999993,87.93170000000003,6,1,5,2,1,74.07000000000001,17,0,0,0,0
ENV6732,CEPHALASPORINANALOG,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=CCSC12)c1csc(N)n1,1.76,0,0,0,1,0,1,0,0,0,4,4,0,0,0,3,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,497.5550000000004,119.68410000000004,12,2,7,1,2,162.51,19,0,0,0,0
ENV6655,"Oxmetidine, SKF92994",Cc1[nH]cnc1CSCCNc1ncc(Cc2ccc3c(c2)OCO3)c(=O)[nH]1,2.11,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,399.47600000000017,108.2051,7,3,8,3,1,104.92,19,0,0,0,0
ENV9388,Tiramide carboxylic acid,O=C(O)CN1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)CC1,-0.71,1,0,0,0,0,1,0,0,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,369.83000000000015,91.75080000000004,6,1,4,2,1,82.85000000000001,15,1,0,0,0
ENV9095,Benzylcarbonyl mitomycin C,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C(=O)Cc1ccccc1,1.15,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,452.46700000000016,113.9668,8,2,5,1,4,145.03000000000003,23,0,0,0,0
ENV12900,PENTYL 4-SULFAMYLBENZOATE,CCCCCOC(=O)c1ccc(S(N)(=O)=O)cc1,2.71,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,271.338,67.62270000000004,4,1,6,1,0,86.46000000000001,12,0,0,0,0
ENV12834,3-OH-N-NITROSOPIPERIDINE,O=NN1CCCC(O)C1,-0.47,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.147,32.60879999999999,3,1,1,0,1,52.900000000000006,5,0,0,0,0
DB00539,Toremifene,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.9690000000001,124.62800000000004,2,0,9,3,0,12.47,26,1,0,0,0
ENV7077,"[3,4'-BIPYRIDINE]-5-CARBONITRILE,6-(DIMETHYLAMIN",CN(C)c1ncc(-c2ccncc2)cc1C#N,2.13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,224.267,66.51000000000003,4,0,2,2,0,52.81,13,0,0,0,0
ENV1901,"2,3-DICHLOROANILINE",Nc1cccc(Cl)c1Cl,2.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.019,40.8744,1,1,0,1,0,26.02,6,2,0,0,0
ENV6119,N-ETHYL 4-SULFAMYLBENZAMIDE,CCNC(=O)c1ccc(S(N)(=O)=O)cc1,0.03,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,228.273,55.82240000000002,3,2,3,1,0,89.26,9,0,0,0,0
ENV12817,TUBERIN,COc1ccc(C=CNC=O)cc1,1.94,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.203,51.22770000000002,2,1,4,1,0,38.33,10,0,0,0,0
ENV7478,"ALLOPURINOL, 1-(1-OXOBUTYL)-",CCCC(=O)n1ncc2c(O)ncnc21,0.85,0,0,0,0,0,4,0,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.205,52.52230000000002,6,1,2,2,0,80.9,9,0,0,0,0
ENV1790,"2,3-DIMETHYLNAPHTHALENE",Cc1cc2ccccc2cc1C,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.22799999999998,53.42200000000003,0,0,0,2,0,0.0,12,0,0,0,0
ENV13793,ISOQUINOLINE134TRIONE5METHOXY,CCN1C(=O)C(=O)c2c(OC)cccc2C1=O,0.9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.223,59.04200000000002,4,0,2,1,1,63.68,12,0,0,0,0
ENV9193,NSC309697,COc1cc(C)c2c(c1OC)-c1ccc(NCc3ccccc3)c(=O)cc1C(NC(C)=O)CC2,3.58,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.5580000000002,134.6363999999999,5,2,6,3,1,76.66,28,0,0,0,0
ENV8433,"4AH-FLUOREN-4A-AMINE, N-ETHYL-1,2,3,4,9,9A-HEXAH",CCNC12c3ccccc3CC1CCCC2C,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.367,72.00570000000005,1,1,2,1,2,12.03,16,0,0,0,0
